Time [s], O2 [raw], CO2 [ppm], Caliper [deg C], Disk[deg C], Ambient [deg C],
140.0, 0.0, 4402.0, 41.750, 38.669, 40.50, 
140.0, 0.0, 7201.0, 41.875, 38.709, 40.39, 
140.0, 0.0, 4515.0, 41.750, 38.729, 40.59, 
141.0, 0.0, 4515.0, 41.875, 38.709, 40.69, 
141.0, 0.0, 4515.0, 41.875, 38.709, 40.50, 
141.0, 0.0, 4515.0, 41.750, 38.720, 40.50, 
142.0, 0.0, 4515.0, 41.750, 38.669, 40.39, 
142.0, 0.0, 4567.0, 41.875, 38.699, 40.49, 
143.0, 0.0, 4619.0, 41.750, 38.690, 40.29, 
143.0, 0.0, 4619.0, 41.750, 38.649, 40.39, 
143.0, 0.0, 4619.0, 41.750, 38.720, 40.20, 
144.0, 0.0, 4619.0, 41.750, 38.619, 40.39, 
144.0, 0.0, 4619.0, 41.750, 38.690, 40.50, 
144.0, 0.0, 4715.0, 41.750, 38.660, 40.80, 
145.0, 0.0, 4715.0, 41.750, 38.689, 40.39, 
145.0, 0.0, 4715.0, 41.875, 38.680, 40.50, 
145.0, 0.0, 4715.0, 41.750, 38.670, 40.80, 
146.0, 0.0, 4715.0, 41.750, 38.659, 40.50, 
146.0, 0.0, 4740.0, 42.0, 38.739, 40.59, 
147.0, 0.0, 4765.0, 41.750, 38.690, 40.59, 
147.0, 0.0, 4765.0, 41.750, 38.670, 40.70, 
147.0, 0.0, 4765.0, 41.750, 38.699, 40.50, 
148.0, 0.0, 4765.0, 41.750, 38.630, 40.70, 
148.0, 0.0, 4765.0, 41.750, 38.669, 40.49, 
148.0, 0.0, 4810.0, 41.750, 38.669, 40.39, 
149.0, 0.0, 4810.0, 41.750, 38.649, 40.80, 
149.0, 0.0, 4810.0, 41.750, 38.759, 40.49, 
149.0, 0.0, 4810.0, 41.750, 38.610, 40.49, 
150.0, 0.0, 4810.0, 41.750, 38.630, 40.50, 
150.0, 0.0, 4827.500, 41.750, 38.759, 40.210, 
151.0, 0.0, 4845.0, 41.750, 38.589, 40.39, 
151.0, 0.0, 4845.0, 41.750, 38.739, 40.70, 
151.0, 0.0, 4845.0, 41.750, 38.610, 40.59, 
152.0, 0.0, 4845.0, 41.750, 38.569, 40.50, 
152.0, 0.0, 4845.0, 41.750, 38.529, 40.49, 
152.0, 0.0, 4868.0, 41.750, 38.619, 40.80, 
153.0, 0.0, 4868.0, 41.750, 38.590, 40.69, 
153.0, 0.0, 4868.0, 41.750, 38.520, 40.39, 
153.0, 0.0, 4868.0, 41.750, 38.570, 40.50, 
154.0, 0.0, 4868.0, 41.750, 38.549, 40.89, 
154.0, 0.0, 10000.0, 41.750, 38.589, 40.89, 
155.0, 0.0, 4905.0, 41.750, 38.569, 40.59, 
155.0, 0.0, 4905.0, 41.750, 38.549, 40.59, 
155.0, 0.0, 4905.0, 41.750, 38.510, 40.50, 
156.0, 0.0, 4905.0, 41.750, 38.549, 40.39, 
156.0, 0.0, 4918.0, 41.750, 38.550, 40.130, 
157.0, 0.0, 4931.0, 41.750, 38.630, 40.169, 
157.0, 0.0, 4931.0, 41.750, 38.619, 40.70, 
157.0, 0.0, 4931.0, 41.750, 38.539, 40.70, 
158.0, 0.0, 4931.0, 41.750, 38.690, 40.59, 
158.0, 0.0, 4931.0, 41.750, 38.510, 40.29, 
158.0, 0.0, 4964.0, 41.750, 38.539, 40.69, 
